origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
1,3,7,"skies, cloudy, baltimore, beltway, avenue, storms, temperature, metro","chair, gonna, color, las, hoveround, que, kitchen, para","cbs, medicines, advair, gulf, tdd, spill, symbicort, copd"
5,16,13,"infections, cymbalta, cnn, enbrel, wolf, boston, newsroom, anderson","holiday, christmas, flu, holidays, shopping, thanksgiving, stores, ice","abortion, voting, msnbc, mccain, sarah, voter, liberal, palin"
20,20,6,"pope, tragedy, veterans, mental, guns, background, memorial, assault","veterans, guns, background, memorial, tragedy, pope, assault, mental","opportunities, guest, caller, century, climate, poverty, chinese, teachers"
16,5,11,"thanksgiving, christmas, holiday, stores, flu, ice, holidays, shopping","newsroom, cymbalta, infections, enbrel, wolf, boston, anderson, cnn","presiding, yield, chair, gentleman, recognized, amendment, colleagues, tempore"
14,20,9,"taliban, afghan, libya, pakistan, nuclear, japan, korea, gadhafi","memorial, guns, assault, veterans, background, pope, tragedy, mental","wedding, fiber, sweet, chicken, honey, nbc, calories, delicious"
26,0,7,"dow, investors, trading, stocks, fed, apple, earnings, tdd","earthquake, haiti, lunesta, passengers, aircraft, ship, pilot, abc","spill, cbs, symbicort, copd, advair, gulf, medicines, tdd"
6,12,18,"century, chinese, opportunities, climate, guest, teachers, poverty, caller","syria, egypt, opposition, assad, russia, israel, regime, syrian","identity, supplement, aarp, jenna, martha, guide, lifelock, jon"
27,27,20,"cooler, inland, ktvu, oakland, abc, fog, jose, santa","santa, ktvu, fog, abc, cooler, inland, oakland, jose","assault, pope, memorial, veterans, background, mental, tragedy, guns"
24,20,26,"lou, neil, wage, gerri, obamacare, healthcare, affordable, irs","tragedy, guns, mental, veterans, background, assault, memorial, pope","apple, dow, fed, trading, stocks, earnings, tdd, investors"
26,19,17,"investors, dow, trading, tdd, stocks, apple, fed, earnings","tte, thi, thh, tha, ere, dot, melissa, ing","baseball, giants, yards, inning, score, league, nbc, hits"
0,17,14,"passengers, lunesta, aircraft, ship, haiti, abc, pilot, earthquake","league, hits, yards, inning, baseball, nbc, giants, score","taliban, libya, pakistan, japan, nuclear, afghan, korea, gadhafi"
2,5,17,"trayvon, martin, laden, bin, anthony, brain, jury, zimmerman","infections, newsroom, enbrel, wolf, cymbalta, boston, cnn, anderson","hits, yards, baseball, score, league, nbc, giants, inning"
16,8,0,"stores, flu, holiday, shopping, holidays, ice, thanksgiving, christmas","golf, olympics, bowl, nfl, coach, olympic, woods, tiger","passengers, aircraft, haiti, ship, pilot, abc, earthquake, lunesta"
19,25,15,"ere, thi, thh, tte, melissa, ing, tha, dot","hampshire, newt, cain, santorum, iowa, perry, rick, gingrich","panel, agencies, oversight, authority, review, testimony, supreme, commission"
27,17,5,"cooler, jose, inland, ktvu, abc, oakland, fog, santa","giants, score, league, baseball, nbc, hits, yards, inning","anderson, cnn, newsroom, enbrel, cymbalta, wolf, infections, boston"
11,2,2,"tempore, chair, presiding, yield, colleagues, amendment, recognized, gentleman","bin, trayvon, jury, laden, anthony, zimmerman, martin, brain","brain, laden, trayvon, bin, martin, anthony, zimmerman, jury"
21,16,21,"terrorist, immigration, fbi, terror, enforcement, qaeda, border, megyn","shopping, christmas, flu, stores, ice, holidays, thanksgiving, holiday","qaeda, fbi, enforcement, megyn, immigration, terror, terrorist, border"
19,23,21,"melissa, thi, ing, tte, ere, dot, thh, tha","chantix, allergic, bleeding, christie, cialis, celebrex, stomach, arthritis","enforcement, megyn, terrorist, qaeda, border, fbi, immigration, terror"
5,11,1,"enbrel, infections, cnn, newsroom, anderson, wolf, cymbalta, boston","amendment, chair, gentleman, presiding, colleagues, tempore, recognized, yield","baltimore, cloudy, temperature, beltway, metro, avenue, skies, storms"
11,15,19,"tempore, amendment, recognized, chair, gentleman, yield, colleagues, presiding","oversight, authority, testimony, commission, review, panel, agencies, supreme","dot, tha, ing, thh, thi, tte, melissa, ere"
5,19,7,"cnn, newsroom, cymbalta, boston, infections, anderson, enbrel, wolf","ere, melissa, dot, ing, thh, tha, thi, tte","tdd, symbicort, medicines, copd, spill, gulf, cbs, advair"
16,17,11,"shopping, stores, ice, christmas, flu, holiday, thanksgiving, holidays","league, score, hits, yards, baseball, inning, nbc, giants","yield, chair, tempore, recognized, colleagues, gentleman, presiding, amendment"
13,0,6,"liberal, mccain, abortion, sarah, voting, palin, voter, msnbc","passengers, aircraft, haiti, lunesta, ship, abc, pilot, earthquake","guest, teachers, caller, poverty, climate, opportunities, chinese, century"
14,1,1,"gadhafi, pakistan, taliban, korea, nuclear, libya, japan, afghan","metro, cloudy, storms, skies, baltimore, beltway, avenue, temperature","beltway, temperature, baltimore, storms, cloudy, skies, avenue, metro"
14,27,10,"korea, libya, taliban, pakistan, nuclear, japan, afghan, gadhafi","santa, abc, fog, jose, ktvu, cooler, inland, oakland","flooding, tornado, storms, river, island, flood, hurricane, sandy"
0,18,15,"passengers, pilot, earthquake, ship, aircraft, abc, lunesta, haiti","supplement, jon, aarp, martha, jenna, guide, identity, lifelock","testimony, agencies, supreme, panel, authority, commission, oversight, review"
18,15,16,"identity, jon, lifelock, guide, jenna, supplement, aarp, martha","authority, review, supreme, agencies, panel, oversight, testimony, commission","ice, christmas, shopping, holiday, flu, holidays, thanksgiving, stores"
2,21,27,"jury, brain, martin, trayvon, zimmerman, anthony, laden, bin","terrorist, border, qaeda, fbi, immigration, terror, megyn, enforcement","ktvu, cooler, jose, inland, abc, santa, oakland, fog"
12,5,9,"israel, opposition, egypt, assad, syrian, syria, regime, russia","boston, newsroom, cymbalta, infections, wolf, cnn, enbrel, anderson","nbc, wedding, sweet, delicious, calories, honey, fiber, chicken"
20,2,17,"background, mental, veterans, assault, pope, guns, tragedy, memorial","zimmerman, bin, laden, trayvon, martin, jury, anthony, brain","nbc, hits, inning, score, league, baseball, giants, yards"
11,11,17,"recognized, colleagues, yield, tempore, chair, amendment, gentleman, presiding","presiding, gentleman, yield, recognized, tempore, amendment, colleagues, chair","league, giants, hits, nbc, score, baseball, inning, yards"
15,27,10,"panel, agencies, commission, review, oversight, supreme, testimony, authority","cooler, jose, inland, abc, fog, oakland, ktvu, santa","island, flood, river, hurricane, sandy, flooding, storms, tornado"
7,24,9,"copd, symbicort, spill, medicines, tdd, advair, cbs, gulf","lou, wage, gerri, neil, healthcare, obamacare, irs, affordable","honey, wedding, calories, sweet, fiber, chicken, nbc, delicious"
2,6,23,"bin, trayvon, jury, zimmerman, laden, martin, anthony, brain","poverty, teachers, caller, climate, opportunities, guest, chinese, century","cialis, christie, stomach, chantix, allergic, arthritis, celebrex, bleeding"
0,23,13,"earthquake, haiti, lunesta, passengers, abc, ship, aircraft, pilot","celebrex, chantix, arthritis, cialis, christie, stomach, bleeding, allergic","mccain, voter, liberal, voting, msnbc, palin, sarah, abortion"
29,6,17,"drugs, allegations, sandusky, jackson, sexual, guilty, alleged, abuse","opportunities, century, teachers, chinese, guest, poverty, caller, climate","baseball, yards, giants, score, inning, league, hits, nbc"
19,18,19,"ing, thh, tha, ere, tte, melissa, thi, dot","guide, jenna, identity, martha, aarp, supplement, lifelock, jon","thi, melissa, ing, dot, tha, ere, thh, tte"
22,21,1,"faith, catholic, supreme, newshour, religious, religion, gay, marriage","enforcement, terror, immigration, border, qaeda, megyn, fbi, terrorist","baltimore, metro, storms, beltway, temperature, skies, cloudy, avenue"
14,8,28,"gadhafi, korea, pakistan, taliban, libya, afghan, nuclear, japan","woods, golf, olympic, tiger, bowl, olympics, nfl, coach","revenue, compromise, ceiling, boehner, ryan, fiscal, cliff, stimulus"
20,13,21,"background, pope, guns, tragedy, veterans, assault, mental, memorial","voter, liberal, palin, mccain, voting, abortion, sarah, msnbc","border, terror, immigration, enforcement, terrorist, fbi, megyn, qaeda"
13,11,19,"abortion, mccain, sarah, liberal, msnbc, palin, voter, voting","colleagues, recognized, tempore, gentleman, chair, yield, amendment, presiding","dot, thi, tha, ere, tte, ing, thh, melissa"
25,20,16,"hampshire, cain, newt, perry, rick, santorum, iowa, gingrich","veterans, assault, tragedy, mental, pope, memorial, guns, background","shopping, flu, holiday, stores, holidays, ice, thanksgiving, christmas"
4,1,15,"lincoln, kennedy, film, tavis, audience, character, movies, art","storms, avenue, cloudy, baltimore, temperature, beltway, skies, metro","oversight, commission, agencies, authority, panel, review, supreme, testimony"
24,25,27,"wage, irs, healthcare, gerri, affordable, obamacare, neil, lou","perry, iowa, rick, newt, cain, hampshire, gingrich, santorum","santa, cooler, abc, jose, inland, fog, oakland, ktvu"
10,8,14,"flooding, sandy, flood, hurricane, river, island, storms, tornado","tiger, coach, olympics, olympic, nfl, golf, woods, bowl","taliban, gadhafi, korea, pakistan, libya, japan, nuclear, afghan"
21,17,3,"megyn, immigration, terrorist, terror, enforcement, border, qaeda, fbi","giants, score, hits, league, nbc, yards, baseball, inning","las, gonna, que, para, hoveround, kitchen, chair, color"
19,14,27,"tte, ing, thh, melissa, thi, tha, dot, ere","afghan, pakistan, gadhafi, nuclear, taliban, korea, libya, japan","santa, jose, ktvu, inland, cooler, fog, abc, oakland"
22,10,22,"supreme, religion, catholic, religious, faith, marriage, newshour, gay","storms, island, tornado, hurricane, sandy, flood, flooding, river","religion, gay, newshour, supreme, religious, catholic, faith, marriage"
17,0,7,"baseball, league, giants, inning, nbc, score, hits, yards","passengers, pilot, abc, haiti, aircraft, lunesta, ship, earthquake","symbicort, spill, medicines, tdd, gulf, cbs, advair, copd"
12,7,9,"israel, russia, syria, egypt, regime, syrian, assad, opposition","cbs, spill, copd, medicines, advair, tdd, gulf, symbicort","chicken, nbc, honey, delicious, sweet, calories, fiber, wedding"
28,19,5,"stimulus, revenue, cliff, ceiling, ryan, boehner, fiscal, compromise","thi, ing, thh, melissa, ere, dot, tha, tte","newsroom, infections, wolf, cymbalta, anderson, cnn, boston, enbrel"
1,5,21,"storms, skies, baltimore, beltway, cloudy, avenue, metro, temperature","boston, wolf, infections, anderson, cymbalta, newsroom, cnn, enbrel","enforcement, qaeda, immigration, border, megyn, terrorist, fbi, terror"
2,23,22,"bin, zimmerman, laden, jury, brain, martin, anthony, trayvon","bleeding, stomach, chantix, allergic, arthritis, christie, cialis, celebrex","newshour, gay, religious, supreme, religion, faith, catholic, marriage"
27,10,1,"ktvu, fog, jose, oakland, abc, cooler, inland, santa","flood, flooding, storms, tornado, hurricane, river, island, sandy","beltway, baltimore, avenue, temperature, metro, skies, cloudy, storms"
23,24,4,"chantix, christie, cialis, arthritis, stomach, bleeding, allergic, celebrex","healthcare, irs, gerri, neil, affordable, obamacare, wage, lou","film, movies, tavis, audience, lincoln, art, character, kennedy"
25,27,1,"hampshire, gingrich, newt, rick, perry, santorum, cain, iowa","ktvu, fog, santa, jose, oakland, abc, cooler, inland","cloudy, storms, metro, avenue, beltway, temperature, baltimore, skies"
29,1,16,"sexual, guilty, allegations, drugs, sandusky, alleged, jackson, abuse","metro, avenue, beltway, cloudy, skies, storms, baltimore, temperature","holiday, flu, stores, shopping, christmas, ice, holidays, thanksgiving"
1,28,8,"temperature, baltimore, avenue, cloudy, skies, metro, beltway, storms","ryan, boehner, cliff, fiscal, stimulus, compromise, ceiling, revenue","bowl, nfl, woods, olympics, olympic, tiger, golf, coach"
22,25,29,"marriage, newshour, supreme, gay, catholic, faith, religion, religious","newt, perry, cain, santorum, hampshire, rick, iowa, gingrich","jackson, drugs, sexual, alleged, guilty, sandusky, abuse, allegations"
12,15,14,"egypt, syrian, russia, israel, opposition, syria, assad, regime","commission, testimony, agencies, oversight, authority, review, supreme, panel","afghan, korea, gadhafi, pakistan, taliban, nuclear, libya, japan"
8,6,17,"olympics, nfl, tiger, coach, woods, golf, bowl, olympic","century, poverty, caller, teachers, climate, chinese, guest, opportunities","nbc, score, giants, league, hits, inning, baseball, yards"
27,0,19,"cooler, abc, fog, oakland, ktvu, santa, jose, inland","earthquake, passengers, pilot, ship, haiti, lunesta, aircraft, abc","dot, ere, melissa, tha, thi, thh, tte, ing"
12,25,27,"egypt, syrian, russia, assad, israel, syria, regime, opposition","newt, gingrich, perry, rick, cain, iowa, santorum, hampshire","oakland, inland, cooler, santa, fog, abc, ktvu, jose"
4,4,17,"audience, movies, art, character, lincoln, tavis, film, kennedy","kennedy, character, lincoln, audience, film, movies, art, tavis","baseball, score, yards, nbc, hits, inning, league, giants"
27,4,0,"ktvu, santa, inland, fog, oakland, abc, jose, cooler","art, audience, lincoln, tavis, movies, film, kennedy, character","abc, earthquake, aircraft, haiti, passengers, pilot, ship, lunesta"
4,16,14,"movies, art, kennedy, film, lincoln, tavis, audience, character","flu, stores, ice, christmas, thanksgiving, shopping, holidays, holiday","nuclear, taliban, japan, afghan, pakistan, gadhafi, korea, libya"
21,2,19,"terror, border, fbi, qaeda, enforcement, terrorist, megyn, immigration","zimmerman, jury, anthony, brain, laden, bin, trayvon, martin","tha, tte, thi, thh, dot, ere, ing, melissa"
24,2,9,"neil, gerri, lou, irs, affordable, wage, obamacare, healthcare","anthony, trayvon, laden, bin, jury, zimmerman, brain, martin","calories, wedding, sweet, chicken, fiber, delicious, honey, nbc"
1,27,7,"cloudy, avenue, metro, storms, beltway, baltimore, skies, temperature","cooler, jose, santa, ktvu, fog, inland, oakland, abc","copd, spill, advair, symbicort, tdd, medicines, cbs, gulf"
1,7,18,"baltimore, storms, beltway, avenue, metro, skies, cloudy, temperature","spill, symbicort, gulf, medicines, copd, cbs, advair, tdd","jenna, jon, aarp, lifelock, identity, martha, supplement, guide"
26,13,19,"stocks, fed, tdd, trading, apple, earnings, investors, dow","sarah, voter, mccain, abortion, palin, liberal, msnbc, voting","dot, ere, thi, ing, melissa, tha, thh, tte"
28,17,5,"ryan, cliff, compromise, ceiling, revenue, stimulus, boehner, fiscal","yards, inning, nbc, hits, score, baseball, league, giants","cymbalta, enbrel, boston, wolf, anderson, newsroom, cnn, infections"
26,1,29,"dow, earnings, apple, trading, tdd, fed, stocks, investors","temperature, metro, baltimore, beltway, cloudy, avenue, skies, storms","sexual, abuse, drugs, guilty, alleged, jackson, sandusky, allegations"
8,17,1,"woods, olympics, bowl, coach, nfl, olympic, tiger, golf","baseball, giants, inning, score, hits, league, yards, nbc","metro, storms, temperature, baltimore, cloudy, avenue, skies, beltway"
7,8,6,"gulf, tdd, medicines, advair, symbicort, cbs, spill, copd","tiger, coach, woods, bowl, golf, olympic, olympics, nfl","teachers, poverty, century, caller, chinese, climate, opportunities, guest"
28,11,24,"ceiling, ryan, revenue, boehner, compromise, fiscal, stimulus, cliff","colleagues, recognized, chair, yield, amendment, tempore, gentleman, presiding","neil, healthcare, lou, wage, irs, affordable, gerri, obamacare"
9,2,29,"wedding, fiber, nbc, honey, calories, delicious, chicken, sweet","brain, zimmerman, bin, trayvon, jury, laden, martin, anthony","sexual, guilty, abuse, alleged, sandusky, drugs, jackson, allegations"
21,25,3,"terrorist, enforcement, terror, fbi, immigration, border, megyn, qaeda","santorum, iowa, perry, cain, hampshire, gingrich, rick, newt","chair, para, las, color, kitchen, hoveround, gonna, que"
24,1,12,"irs, obamacare, lou, affordable, neil, wage, gerri, healthcare","skies, avenue, metro, cloudy, baltimore, temperature, storms, beltway","israel, russia, assad, opposition, egypt, regime, syrian, syria"
16,16,3,"flu, stores, thanksgiving, christmas, shopping, holiday, ice, holidays","christmas, ice, holidays, stores, shopping, holiday, thanksgiving, flu","las, chair, kitchen, para, que, hoveround, color, gonna"
6,23,6,"guest, opportunities, climate, chinese, teachers, century, caller, poverty","allergic, arthritis, cialis, christie, bleeding, celebrex, chantix, stomach","poverty, climate, caller, chinese, teachers, guest, century, opportunities"
24,11,20,"healthcare, gerri, affordable, obamacare, wage, irs, lou, neil","chair, presiding, yield, colleagues, gentleman, amendment, recognized, tempore","guns, pope, veterans, mental, assault, background, tragedy, memorial"
25,28,28,"santorum, gingrich, rick, cain, perry, iowa, hampshire, newt","cliff, ceiling, revenue, compromise, ryan, fiscal, stimulus, boehner","ceiling, revenue, stimulus, fiscal, cliff, compromise, boehner, ryan"
1,13,21,"storms, skies, avenue, cloudy, baltimore, beltway, metro, temperature","mccain, msnbc, voter, sarah, palin, voting, abortion, liberal","immigration, border, terror, qaeda, megyn, terrorist, fbi, enforcement"
7,22,22,"spill, tdd, symbicort, copd, medicines, advair, gulf, cbs","supreme, marriage, faith, gay, catholic, religion, religious, newshour","religious, newshour, religion, faith, gay, catholic, marriage, supreme"
15,26,9,"commission, agencies, panel, oversight, supreme, testimony, review, authority","investors, dow, tdd, stocks, apple, trading, earnings, fed","fiber, honey, nbc, wedding, delicious, calories, sweet, chicken"
20,3,10,"tragedy, background, guns, mental, memorial, veterans, assault, pope","gonna, color, hoveround, que, kitchen, para, chair, las","river, hurricane, sandy, flood, storms, tornado, flooding, island"
19,4,16,"melissa, ing, ere, dot, tte, tha, thi, thh","kennedy, movies, film, lincoln, character, art, tavis, audience","christmas, thanksgiving, ice, holiday, stores, shopping, flu, holidays"
20,29,27,"assault, memorial, background, pope, veterans, tragedy, guns, mental","alleged, sandusky, guilty, sexual, drugs, abuse, allegations, jackson","jose, santa, fog, abc, oakland, ktvu, inland, cooler"
24,15,8,"neil, affordable, gerri, obamacare, wage, healthcare, lou, irs","authority, commission, panel, oversight, review, agencies, testimony, supreme","bowl, tiger, olympics, olympic, golf, coach, woods, nfl"
17,23,1,"yards, giants, league, inning, baseball, nbc, hits, score","stomach, allergic, arthritis, cialis, christie, celebrex, chantix, bleeding","baltimore, storms, metro, skies, avenue, cloudy, temperature, beltway"
23,22,10,"bleeding, arthritis, chantix, celebrex, allergic, cialis, stomach, christie","marriage, religion, catholic, religious, newshour, supreme, gay, faith","hurricane, river, flooding, island, tornado, flood, sandy, storms"
5,1,23,"newsroom, anderson, enbrel, wolf, cnn, cymbalta, infections, boston","baltimore, avenue, skies, metro, cloudy, storms, beltway, temperature","christie, bleeding, arthritis, cialis, celebrex, chantix, stomach, allergic"
16,17,3,"holiday, stores, christmas, thanksgiving, holidays, ice, shopping, flu","giants, baseball, nbc, yards, hits, inning, league, score","las, chair, que, color, para, hoveround, kitchen, gonna"
19,18,17,"melissa, tte, tha, ing, thh, thi, dot, ere","guide, aarp, supplement, jenna, jon, martha, lifelock, identity","baseball, inning, hits, giants, yards, league, score, nbc"
22,20,3,"religious, supreme, newshour, catholic, marriage, gay, religion, faith","veterans, memorial, mental, assault, guns, tragedy, background, pope","hoveround, que, chair, color, para, gonna, las, kitchen"
26,5,26,"tdd, trading, stocks, dow, fed, apple, earnings, investors","newsroom, anderson, cnn, enbrel, wolf, infections, boston, cymbalta","tdd, earnings, fed, apple, trading, dow, stocks, investors"
11,8,4,"colleagues, chair, tempore, gentleman, presiding, yield, amendment, recognized","golf, woods, tiger, coach, olympic, olympics, bowl, nfl","tavis, audience, art, kennedy, lincoln, film, movies, character"
1,23,5,"beltway, storms, metro, temperature, skies, baltimore, cloudy, avenue","celebrex, christie, stomach, allergic, cialis, chantix, bleeding, arthritis","anderson, cnn, boston, enbrel, wolf, infections, newsroom, cymbalta"
3,22,12,"hoveround, chair, las, kitchen, que, color, para, gonna","gay, catholic, newshour, religion, marriage, faith, religious, supreme","regime, egypt, assad, opposition, syrian, russia, syria, israel"
24,17,0,"irs, neil, lou, obamacare, gerri, affordable, wage, healthcare","baseball, league, inning, score, hits, yards, nbc, giants","haiti, lunesta, abc, earthquake, aircraft, passengers, pilot, ship"
8,26,5,"golf, coach, olympics, olympic, nfl, woods, tiger, bowl","apple, stocks, fed, trading, dow, earnings, investors, tdd","cnn, wolf, anderson, boston, infections, enbrel, newsroom, cymbalta"
6,12,12,"climate, chinese, guest, teachers, poverty, opportunities, century, caller","egypt, regime, syria, assad, israel, russia, syrian, opposition","syria, opposition, egypt, assad, russia, regime, israel, syrian"
6,21,4,"guest, century, chinese, caller, opportunities, teachers, poverty, climate","enforcement, immigration, terror, qaeda, fbi, megyn, border, terrorist","tavis, audience, movies, kennedy, art, lincoln, film, character"
21,21,19,"fbi, qaeda, terror, terrorist, immigration, border, megyn, enforcement","enforcement, immigration, border, fbi, terrorist, terror, qaeda, megyn","thh, thi, ing, melissa, dot, ere, tte, tha"
25,29,27,"cain, santorum, hampshire, iowa, gingrich, rick, perry, newt","guilty, drugs, jackson, alleged, sexual, sandusky, abuse, allegations","fog, cooler, abc, oakland, santa, ktvu, jose, inland"
25,12,13,"gingrich, santorum, iowa, rick, cain, newt, perry, hampshire","opposition, russia, israel, assad, syria, syrian, regime, egypt","sarah, mccain, voter, palin, liberal, voting, abortion, msnbc"
22,9,0,"gay, religious, religion, newshour, faith, marriage, supreme, catholic","delicious, calories, chicken, fiber, honey, wedding, nbc, sweet","earthquake, ship, passengers, lunesta, aircraft, abc, pilot, haiti"
28,29,6,"ceiling, compromise, revenue, fiscal, boehner, stimulus, ryan, cliff","allegations, abuse, alleged, guilty, sexual, sandusky, drugs, jackson","opportunities, caller, century, climate, chinese, guest, poverty, teachers"
9,17,10,"fiber, calories, delicious, nbc, chicken, wedding, honey, sweet","inning, nbc, baseball, yards, score, hits, league, giants","island, flooding, river, tornado, hurricane, flood, sandy, storms"
0,8,17,"passengers, aircraft, lunesta, earthquake, ship, abc, pilot, haiti","tiger, coach, olympics, olympic, woods, bowl, nfl, golf","score, yards, giants, baseball, league, nbc, hits, inning"
21,12,22,"enforcement, terrorist, megyn, fbi, qaeda, terror, immigration, border","syrian, opposition, russia, syria, israel, regime, egypt, assad","marriage, religious, newshour, religion, supreme, catholic, faith, gay"
4,25,15,"movies, art, kennedy, audience, tavis, film, lincoln, character","perry, santorum, gingrich, hampshire, iowa, newt, cain, rick","testimony, authority, commission, supreme, agencies, oversight, panel, review"
17,27,12,"baseball, inning, hits, yards, nbc, score, league, giants","jose, ktvu, oakland, inland, fog, abc, santa, cooler","russia, syrian, assad, opposition, israel, regime, syria, egypt"
26,28,1,"apple, earnings, investors, trading, dow, tdd, fed, stocks","stimulus, ryan, boehner, cliff, revenue, ceiling, compromise, fiscal","cloudy, metro, avenue, baltimore, temperature, beltway, storms, skies"
16,8,27,"shopping, thanksgiving, holiday, holidays, flu, stores, ice, christmas","bowl, nfl, olympics, tiger, coach, woods, olympic, golf","santa, abc, oakland, inland, ktvu, jose, fog, cooler"
0,23,12,"aircraft, abc, lunesta, earthquake, ship, haiti, pilot, passengers","cialis, celebrex, chantix, bleeding, stomach, allergic, christie, arthritis","egypt, syrian, regime, assad, syria, russia, israel, opposition"
24,10,21,"neil, obamacare, affordable, gerri, lou, healthcare, wage, irs","sandy, river, hurricane, storms, flooding, island, flood, tornado","terrorist, border, fbi, qaeda, terror, immigration, enforcement, megyn"
25,24,1,"hampshire, rick, perry, cain, santorum, newt, iowa, gingrich","healthcare, wage, gerri, neil, irs, obamacare, lou, affordable","beltway, baltimore, avenue, metro, storms, skies, temperature, cloudy"
4,4,2,"kennedy, film, audience, character, lincoln, tavis, movies, art","kennedy, tavis, film, movies, character, audience, art, lincoln","trayvon, brain, anthony, jury, laden, zimmerman, bin, martin"
12,15,22,"regime, opposition, syrian, assad, israel, egypt, syria, russia","oversight, testimony, commission, supreme, agencies, authority, panel, review","religious, marriage, newshour, gay, religion, catholic, supreme, faith"
28,29,11,"boehner, ceiling, cliff, revenue, compromise, stimulus, ryan, fiscal","sexual, jackson, allegations, sandusky, drugs, alleged, abuse, guilty","yield, recognized, tempore, chair, presiding, amendment, gentleman, colleagues"
12,27,1,"egypt, syria, israel, assad, regime, syrian, opposition, russia","inland, jose, santa, ktvu, fog, abc, oakland, cooler","skies, temperature, metro, cloudy, storms, baltimore, avenue, beltway"
6,25,27,"chinese, climate, opportunities, caller, century, teachers, poverty, guest","cain, hampshire, gingrich, rick, iowa, newt, perry, santorum","cooler, inland, ktvu, jose, fog, santa, oakland, abc"
24,5,2,"lou, healthcare, irs, obamacare, wage, neil, affordable, gerri","newsroom, boston, wolf, infections, enbrel, cnn, cymbalta, anderson","jury, trayvon, anthony, brain, bin, laden, zimmerman, martin"
12,14,10,"israel, russia, syrian, assad, syria, opposition, egypt, regime","gadhafi, taliban, afghan, libya, japan, nuclear, pakistan, korea","tornado, sandy, flooding, island, hurricane, flood, storms, river"
1,5,23,"avenue, temperature, baltimore, metro, storms, skies, cloudy, beltway","boston, cnn, enbrel, infections, newsroom, anderson, wolf, cymbalta","celebrex, chantix, allergic, christie, stomach, arthritis, cialis, bleeding"
14,12,2,"korea, japan, pakistan, nuclear, libya, gadhafi, afghan, taliban","regime, egypt, israel, syrian, assad, russia, syria, opposition","anthony, trayvon, jury, brain, martin, bin, laden, zimmerman"
5,15,19,"cymbalta, cnn, wolf, infections, boston, anderson, newsroom, enbrel","panel, agencies, supreme, testimony, commission, authority, oversight, review","dot, ere, thi, thh, ing, tte, tha, melissa"
2,0,14,"jury, anthony, bin, martin, brain, trayvon, laden, zimmerman","earthquake, passengers, haiti, aircraft, pilot, ship, abc, lunesta","japan, libya, nuclear, afghan, taliban, gadhafi, korea, pakistan"
4,4,6,"audience, lincoln, film, art, movies, character, kennedy, tavis","tavis, art, character, kennedy, movies, audience, lincoln, film","guest, opportunities, caller, chinese, teachers, climate, poverty, century"
10,12,12,"river, sandy, island, storms, flood, flooding, tornado, hurricane","egypt, russia, syria, assad, regime, syrian, israel, opposition","opposition, syrian, regime, israel, syria, egypt, assad, russia"
27,22,29,"jose, inland, fog, cooler, santa, oakland, ktvu, abc","supreme, religious, catholic, newshour, religion, marriage, faith, gay","jackson, drugs, alleged, sandusky, abuse, sexual, guilty, allegations"
0,3,13,"pilot, abc, lunesta, haiti, earthquake, aircraft, ship, passengers","kitchen, para, gonna, las, que, chair, hoveround, color","mccain, palin, voter, msnbc, abortion, liberal, sarah, voting"
22,1,6,"faith, gay, supreme, newshour, religion, catholic, marriage, religious","metro, skies, baltimore, temperature, beltway, avenue, storms, cloudy","climate, chinese, opportunities, caller, poverty, guest, teachers, century"
6,27,17,"century, caller, guest, teachers, opportunities, climate, chinese, poverty","inland, ktvu, santa, cooler, jose, fog, oakland, abc","baseball, inning, nbc, score, hits, giants, yards, league"
9,6,21,"calories, delicious, fiber, honey, nbc, sweet, wedding, chicken","teachers, chinese, poverty, opportunities, caller, guest, century, climate","fbi, megyn, qaeda, terror, enforcement, terrorist, immigration, border"
11,26,7,"tempore, gentleman, yield, colleagues, recognized, presiding, amendment, chair","dow, fed, tdd, earnings, investors, trading, stocks, apple","copd, advair, gulf, symbicort, spill, cbs, tdd, medicines"
19,1,10,"tte, thi, ing, ere, melissa, tha, dot, thh","beltway, skies, metro, avenue, cloudy, storms, baltimore, temperature","hurricane, storms, tornado, flooding, river, sandy, island, flood"
20,8,22,"veterans, background, assault, guns, mental, memorial, pope, tragedy","woods, tiger, nfl, golf, olympic, bowl, coach, olympics","catholic, newshour, religious, marriage, religion, gay, supreme, faith"
22,27,0,"catholic, religion, faith, supreme, marriage, religious, gay, newshour","cooler, jose, santa, oakland, fog, abc, inland, ktvu","passengers, lunesta, haiti, aircraft, ship, earthquake, pilot, abc"
9,7,29,"chicken, fiber, honey, sweet, nbc, delicious, calories, wedding","symbicort, copd, gulf, advair, medicines, cbs, spill, tdd","allegations, guilty, alleged, sexual, abuse, jackson, sandusky, drugs"
18,1,8,"guide, jenna, martha, identity, lifelock, supplement, aarp, jon","cloudy, metro, skies, temperature, avenue, baltimore, beltway, storms","bowl, tiger, coach, golf, olympics, olympic, nfl, woods"
0,15,23,"lunesta, passengers, haiti, ship, earthquake, aircraft, pilot, abc","commission, panel, agencies, authority, testimony, review, supreme, oversight","celebrex, chantix, bleeding, stomach, cialis, christie, arthritis, allergic"
24,5,19,"healthcare, gerri, lou, neil, affordable, obamacare, wage, irs","cymbalta, cnn, wolf, enbrel, infections, newsroom, boston, anderson","tte, melissa, ere, thi, dot, tha, thh, ing"
