origin_topic_q1,origin_topic_q0,origin_topic_q2,words_q1,words_q0,words_q2
4,27,23,"tavis, character, art, audience, kennedy, movies, film, lincoln","ktvu, santa, cooler, jose, fog, abc, inland, oakland","christie, bleeding, stomach, cialis, allergic, celebrex, arthritis, chantix"
19,18,20,"ing, thh, thi, dot, ere, tte, tha, melissa","jenna, lifelock, aarp, guide, jon, identity, martha, supplement","assault, mental, veterans, pope, guns, tragedy, background, memorial"
25,11,27,"gingrich, perry, hampshire, cain, rick, iowa, newt, santorum","tempore, recognized, colleagues, amendment, chair, yield, gentleman, presiding","ktvu, inland, oakland, fog, cooler, jose, santa, abc"
1,0,10,"metro, storms, skies, beltway, temperature, cloudy, baltimore, avenue","haiti, earthquake, abc, lunesta, pilot, aircraft, ship, passengers","tornado, island, storms, flooding, sandy, hurricane, river, flood"
29,22,25,"allegations, jackson, abuse, drugs, alleged, guilty, sandusky, sexual","religion, faith, religious, marriage, catholic, newshour, supreme, gay","perry, cain, iowa, rick, santorum, hampshire, gingrich, newt"
10,27,8,"island, river, flood, hurricane, flooding, sandy, tornado, storms","abc, ktvu, jose, inland, cooler, oakland, fog, santa","coach, nfl, tiger, golf, olympic, bowl, olympics, woods"
18,14,7,"identity, supplement, jon, guide, lifelock, martha, jenna, aarp","pakistan, libya, gadhafi, korea, nuclear, afghan, japan, taliban","copd, gulf, spill, advair, tdd, cbs, medicines, symbicort"
11,12,0,"colleagues, chair, tempore, gentleman, yield, recognized, amendment, presiding","opposition, israel, syrian, russia, syria, regime, egypt, assad","haiti, ship, passengers, abc, aircraft, pilot, earthquake, lunesta"
19,14,10,"tte, dot, thi, melissa, ing, ere, tha, thh","taliban, libya, korea, pakistan, gadhafi, afghan, nuclear, japan","sandy, tornado, storms, island, river, flood, hurricane, flooding"
11,2,2,"chair, recognized, gentleman, tempore, colleagues, presiding, amendment, yield","jury, brain, laden, martin, bin, anthony, zimmerman, trayvon","brain, anthony, trayvon, bin, jury, martin, laden, zimmerman"
1,12,29,"skies, cloudy, avenue, storms, temperature, metro, baltimore, beltway","syrian, assad, russia, opposition, regime, israel, syria, egypt","sexual, allegations, alleged, sandusky, drugs, guilty, abuse, jackson"
11,13,16,"amendment, chair, colleagues, tempore, recognized, presiding, gentleman, yield","palin, abortion, liberal, voting, mccain, msnbc, voter, sarah","shopping, holidays, flu, thanksgiving, stores, holiday, ice, christmas"
22,21,12,"catholic, supreme, newshour, religion, faith, religious, marriage, gay","qaeda, border, immigration, fbi, megyn, terror, terrorist, enforcement","syrian, russia, regime, assad, egypt, opposition, israel, syria"
25,28,10,"santorum, cain, rick, newt, hampshire, iowa, perry, gingrich","boehner, revenue, fiscal, cliff, stimulus, ryan, compromise, ceiling","storms, hurricane, flood, flooding, tornado, sandy, island, river"
12,20,26,"egypt, assad, regime, syrian, opposition, israel, syria, russia","veterans, pope, background, guns, mental, memorial, assault, tragedy","tdd, investors, apple, fed, trading, stocks, dow, earnings"
2,29,27,"brain, laden, martin, zimmerman, trayvon, bin, anthony, jury","sexual, jackson, alleged, guilty, drugs, abuse, sandusky, allegations","inland, abc, fog, santa, cooler, jose, ktvu, oakland"
0,9,5,"aircraft, lunesta, ship, passengers, haiti, pilot, earthquake, abc","honey, calories, chicken, wedding, sweet, nbc, fiber, delicious","cnn, cymbalta, newsroom, wolf, infections, boston, anderson, enbrel"
27,6,10,"jose, santa, oakland, fog, inland, abc, cooler, ktvu","guest, climate, caller, teachers, chinese, poverty, opportunities, century","sandy, flood, flooding, hurricane, river, island, tornado, storms"
25,6,14,"rick, cain, perry, gingrich, santorum, newt, iowa, hampshire","guest, teachers, poverty, century, caller, opportunities, climate, chinese","pakistan, japan, korea, gadhafi, afghan, nuclear, libya, taliban"
22,17,6,"supreme, gay, religious, faith, marriage, newshour, catholic, religion","score, yards, baseball, nbc, giants, league, hits, inning","guest, poverty, caller, century, teachers, opportunities, chinese, climate"
9,19,2,"delicious, wedding, nbc, chicken, honey, fiber, sweet, calories","ing, thh, dot, tha, ere, thi, melissa, tte","laden, brain, martin, trayvon, zimmerman, anthony, jury, bin"
25,9,21,"perry, cain, hampshire, rick, santorum, iowa, newt, gingrich","calories, honey, sweet, chicken, fiber, delicious, nbc, wedding","immigration, border, enforcement, fbi, megyn, terror, terrorist, qaeda"
5,17,27,"newsroom, cnn, infections, cymbalta, wolf, boston, anderson, enbrel","score, baseball, inning, hits, yards, nbc, giants, league","ktvu, jose, abc, fog, oakland, inland, cooler, santa"
9,29,25,"delicious, chicken, sweet, fiber, calories, nbc, honey, wedding","guilty, drugs, abuse, sandusky, alleged, jackson, sexual, allegations","newt, hampshire, santorum, rick, cain, perry, iowa, gingrich"
8,20,4,"woods, olympics, coach, tiger, nfl, olympic, golf, bowl","tragedy, assault, guns, mental, pope, memorial, veterans, background","audience, lincoln, movies, tavis, film, kennedy, character, art"
1,28,14,"metro, avenue, beltway, baltimore, storms, skies, cloudy, temperature","revenue, boehner, ceiling, cliff, ryan, stimulus, compromise, fiscal","pakistan, libya, nuclear, gadhafi, taliban, japan, afghan, korea"
5,0,16,"wolf, infections, enbrel, cymbalta, boston, anderson, newsroom, cnn","pilot, lunesta, abc, aircraft, earthquake, passengers, ship, haiti","shopping, ice, thanksgiving, christmas, holidays, holiday, flu, stores"
22,8,10,"catholic, gay, newshour, supreme, religious, marriage, religion, faith","nfl, coach, golf, tiger, olympic, woods, bowl, olympics","flood, hurricane, river, storms, tornado, sandy, island, flooding"
4,25,10,"movies, kennedy, character, audience, art, tavis, film, lincoln","hampshire, gingrich, rick, santorum, newt, iowa, perry, cain","flooding, river, sandy, flood, tornado, hurricane, storms, island"
12,28,14,"egypt, russia, syrian, israel, opposition, assad, regime, syria","cliff, revenue, boehner, stimulus, fiscal, ryan, ceiling, compromise","taliban, nuclear, gadhafi, pakistan, afghan, korea, libya, japan"
29,12,5,"drugs, abuse, sandusky, sexual, allegations, guilty, jackson, alleged","syria, regime, russia, assad, opposition, egypt, israel, syrian","infections, anderson, newsroom, cnn, enbrel, cymbalta, boston, wolf"
3,16,19,"color, hoveround, kitchen, chair, las, gonna, que, para","ice, flu, thanksgiving, holidays, stores, christmas, holiday, shopping","ing, melissa, ere, tha, thi, tte, thh, dot"
1,15,11,"cloudy, baltimore, temperature, beltway, avenue, storms, metro, skies","authority, supreme, review, commission, oversight, testimony, panel, agencies","yield, presiding, tempore, recognized, amendment, chair, gentleman, colleagues"
29,9,19,"alleged, jackson, sandusky, allegations, drugs, abuse, guilty, sexual","calories, nbc, delicious, fiber, sweet, wedding, honey, chicken","tte, ere, dot, thh, ing, tha, melissa, thi"
7,6,10,"gulf, cbs, tdd, medicines, advair, copd, symbicort, spill","opportunities, caller, climate, poverty, chinese, century, guest, teachers","hurricane, tornado, island, flooding, sandy, storms, river, flood"
7,20,29,"copd, cbs, spill, gulf, advair, medicines, symbicort, tdd","tragedy, pope, background, assault, guns, mental, memorial, veterans","drugs, sandusky, allegations, sexual, alleged, abuse, jackson, guilty"
25,29,7,"cain, perry, hampshire, santorum, iowa, rick, newt, gingrich","jackson, drugs, sexual, guilty, alleged, abuse, allegations, sandusky","gulf, advair, tdd, medicines, symbicort, cbs, spill, copd"
22,18,24,"catholic, newshour, marriage, supreme, faith, religious, gay, religion","identity, lifelock, aarp, jon, guide, supplement, martha, jenna","wage, irs, obamacare, affordable, lou, gerri, healthcare, neil"
9,27,15,"nbc, chicken, wedding, calories, honey, sweet, fiber, delicious","oakland, jose, santa, inland, abc, ktvu, fog, cooler","supreme, panel, agencies, commission, testimony, review, oversight, authority"
5,23,1,"wolf, anderson, boston, cnn, cymbalta, enbrel, newsroom, infections","bleeding, arthritis, stomach, allergic, christie, cialis, chantix, celebrex","skies, beltway, metro, avenue, cloudy, baltimore, storms, temperature"
24,21,11,"irs, lou, healthcare, gerri, obamacare, affordable, neil, wage","terror, terrorist, qaeda, enforcement, fbi, megyn, border, immigration","colleagues, gentleman, chair, tempore, recognized, amendment, presiding, yield"
22,22,9,"faith, newshour, catholic, marriage, supreme, religion, religious, gay","religious, catholic, religion, newshour, gay, marriage, faith, supreme","wedding, fiber, delicious, sweet, chicken, nbc, calories, honey"
3,6,9,"chair, hoveround, kitchen, que, para, color, las, gonna","caller, poverty, guest, chinese, climate, teachers, opportunities, century","sweet, fiber, delicious, wedding, calories, nbc, chicken, honey"
11,27,4,"tempore, gentleman, colleagues, amendment, yield, presiding, recognized, chair","cooler, jose, oakland, ktvu, abc, fog, inland, santa","character, audience, tavis, art, film, lincoln, movies, kennedy"
18,23,2,"jenna, martha, supplement, aarp, guide, identity, jon, lifelock","bleeding, allergic, stomach, cialis, arthritis, christie, chantix, celebrex","bin, jury, brain, martin, anthony, trayvon, zimmerman, laden"
5,19,23,"wolf, newsroom, cnn, infections, anderson, boston, enbrel, cymbalta","ere, tte, melissa, dot, tha, ing, thi, thh","stomach, chantix, allergic, celebrex, cialis, christie, arthritis, bleeding"
24,4,25,"affordable, gerri, obamacare, lou, irs, healthcare, neil, wage","lincoln, film, kennedy, audience, tavis, art, character, movies","cain, gingrich, rick, iowa, hampshire, santorum, newt, perry"
21,18,5,"border, immigration, terror, terrorist, fbi, qaeda, enforcement, megyn","lifelock, identity, guide, jon, aarp, martha, supplement, jenna","cymbalta, cnn, anderson, enbrel, boston, wolf, newsroom, infections"
7,10,29,"medicines, copd, symbicort, gulf, tdd, spill, cbs, advair","storms, sandy, tornado, island, hurricane, river, flooding, flood","allegations, jackson, alleged, guilty, sexual, abuse, sandusky, drugs"
2,27,20,"bin, jury, martin, zimmerman, trayvon, laden, anthony, brain","ktvu, oakland, inland, santa, jose, fog, abc, cooler","background, veterans, tragedy, mental, assault, guns, memorial, pope"
14,13,14,"afghan, japan, gadhafi, nuclear, libya, korea, pakistan, taliban","sarah, palin, msnbc, liberal, abortion, voter, mccain, voting","gadhafi, nuclear, japan, libya, pakistan, afghan, taliban, korea"
21,14,13,"terrorist, immigration, qaeda, megyn, enforcement, border, terror, fbi","afghan, korea, libya, nuclear, pakistan, taliban, gadhafi, japan","palin, mccain, msnbc, sarah, liberal, voter, voting, abortion"
0,20,13,"earthquake, abc, passengers, pilot, haiti, lunesta, ship, aircraft","mental, background, veterans, memorial, pope, assault, guns, tragedy","voter, voting, abortion, msnbc, liberal, palin, mccain, sarah"
16,1,13,"flu, thanksgiving, christmas, holiday, shopping, holidays, ice, stores","avenue, baltimore, metro, beltway, temperature, cloudy, skies, storms","sarah, mccain, msnbc, voter, palin, abortion, voting, liberal"
16,10,1,"shopping, holiday, christmas, holidays, thanksgiving, ice, stores, flu","river, tornado, sandy, hurricane, flood, flooding, storms, island","beltway, metro, temperature, skies, avenue, cloudy, baltimore, storms"
16,12,23,"shopping, holiday, flu, christmas, thanksgiving, stores, ice, holidays","syrian, israel, russia, assad, syria, regime, egypt, opposition","chantix, bleeding, arthritis, stomach, celebrex, cialis, allergic, christie"
9,24,15,"sweet, calories, nbc, fiber, honey, wedding, chicken, delicious","neil, healthcare, irs, affordable, gerri, obamacare, wage, lou","supreme, commission, testimony, oversight, review, agencies, panel, authority"
11,4,1,"yield, gentleman, colleagues, presiding, chair, tempore, amendment, recognized","audience, movies, kennedy, lincoln, film, character, art, tavis","beltway, baltimore, skies, metro, cloudy, avenue, temperature, storms"
21,6,7,"immigration, enforcement, megyn, terrorist, terror, fbi, qaeda, border","guest, caller, poverty, teachers, opportunities, chinese, climate, century","gulf, symbicort, copd, medicines, cbs, spill, tdd, advair"
27,9,9,"inland, santa, jose, ktvu, fog, abc, cooler, oakland","delicious, chicken, wedding, calories, sweet, honey, fiber, nbc","fiber, calories, delicious, wedding, sweet, honey, nbc, chicken"
22,22,17,"catholic, marriage, newshour, religious, gay, religion, faith, supreme","religious, newshour, religion, marriage, supreme, faith, gay, catholic","hits, yards, baseball, inning, league, giants, nbc, score"
28,20,26,"ceiling, ryan, cliff, boehner, revenue, stimulus, fiscal, compromise","tragedy, background, mental, veterans, pope, assault, guns, memorial","apple, investors, trading, dow, tdd, stocks, earnings, fed"
17,10,1,"score, yards, baseball, giants, league, nbc, inning, hits","flood, tornado, island, storms, hurricane, flooding, sandy, river","skies, cloudy, baltimore, metro, temperature, storms, beltway, avenue"
3,27,3,"las, kitchen, hoveround, chair, color, para, que, gonna","santa, inland, jose, oakland, ktvu, abc, cooler, fog","gonna, que, chair, hoveround, para, kitchen, las, color"
10,22,10,"flood, storms, tornado, river, island, flooding, hurricane, sandy","supreme, catholic, faith, religion, marriage, gay, newshour, religious","sandy, flood, river, hurricane, storms, tornado, flooding, island"
14,0,20,"gadhafi, libya, japan, taliban, pakistan, nuclear, korea, afghan","pilot, passengers, haiti, earthquake, lunesta, abc, ship, aircraft","memorial, veterans, background, pope, guns, tragedy, assault, mental"
0,6,1,"pilot, aircraft, abc, haiti, lunesta, ship, passengers, earthquake","chinese, guest, caller, century, climate, opportunities, teachers, poverty","cloudy, beltway, metro, temperature, avenue, skies, storms, baltimore"
29,11,18,"guilty, drugs, sexual, alleged, jackson, allegations, abuse, sandusky","amendment, recognized, tempore, presiding, gentleman, colleagues, yield, chair","identity, jon, lifelock, aarp, guide, supplement, martha, jenna"
18,9,15,"supplement, aarp, martha, lifelock, jenna, jon, identity, guide","sweet, delicious, fiber, honey, calories, chicken, wedding, nbc","oversight, supreme, authority, agencies, commission, review, panel, testimony"
28,26,3,"revenue, ryan, compromise, boehner, fiscal, ceiling, cliff, stimulus","stocks, dow, trading, earnings, apple, fed, investors, tdd","kitchen, gonna, que, las, chair, hoveround, para, color"
16,24,26,"thanksgiving, stores, flu, ice, holidays, christmas, shopping, holiday","neil, lou, healthcare, obamacare, irs, affordable, wage, gerri","investors, earnings, dow, fed, tdd, apple, trading, stocks"
